tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,rating_numerator,rating_denominator,name,dog_type,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorites,retweets
892420643555336193,7.455079178557507e+17,2.014170636087321e+16,2017-08-01 16:23:56+00:00,,,,13.0,10,Phineas,,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,orange,0.0970486,False,bagel,0.0858511,False,banana,0.07611,False,39467,8853
892177421306343426,7.455079178557507e+17,2.014170636087321e+16,2017-08-01 00:17:27+00:00,,,,13.0,10,Tilly,,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True,33819,6514
891815181378084864,7.455079178557507e+17,2.014170636087321e+16,2017-07-31 00:18:03+00:00,,,,12.0,10,Archie,,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True,25461,4328
891689557279858688,7.455079178557507e+17,2.014170636087321e+16,2017-07-30 15:58:51+00:00,,,,13.0,10,Darla,,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,paper_towel,0.1702779999999999,False,Labrador_retriever,0.1680859999999999,True,spatula,0.0408359,False,42908,8964
891327558926688256,7.455079178557507e+17,2.014170636087321e+16,2017-07-29 16:00:24+00:00,,,,12.0,10,Franklin,,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,basset,0.555712,True,English_springer,0.2257699999999999,True,German_short-haired_pointer,0.175219,True,41048,9774
891087950875897856,7.455079178557507e+17,2.014170636087321e+16,2017-07-29 00:08:17+00:00,,,,13.0,10,None,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,Chesapeake_Bay_retriever,0.425595,True,Irish_terrier,0.116317,True,Indian_elephant,0.0769021999999999,False,20562,3261
890971913173991426,7.455079178557507e+17,2.014170636087321e+16,2017-07-28 16:27:12+00:00,,,,13.0,10,Jax,,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,Appenzeller,0.341703,True,Border_collie,0.199287,True,ice_lolly,0.193548,False,12041,2158
890729181411237888,7.455079178557507e+17,2.014170636087321e+16,2017-07-28 00:22:40+00:00,,,,13.0,10,None,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,Pomeranian,0.566142,True,Eskimo_dog,0.1784059999999999,True,Pembroke,0.0765069,True,56848,16716
890609185150312448,7.455079178557507e+17,2.014170636087321e+16,2017-07-27 16:25:51+00:00,,,,13.0,10,Zoey,,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,Irish_terrier,0.4875739999999999,True,Irish_setter,0.193054,True,Chesapeake_Bay_retriever,0.118184,True,28226,4429
889880896479866881,7.455079178557507e+17,2.014170636087321e+16,2017-07-25 16:11:53+00:00,,,,13.0,10,Bruno,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,28268,5156
889638837579907072,7.455079178557507e+17,2.014170636087321e+16,2017-07-25 00:10:02+00:00,,,,12.0,10,Ted,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,27672,4735
889278841981685760,7.455079178557507e+17,2.014170636087321e+16,2017-07-24 00:19:32+00:00,,,,13.0,10,Oliver,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,25652,5637
888804989199671297,7.455079178557507e+17,2.014170636087321e+16,2017-07-22 16:56:37+00:00,,,,13.0,10,Zeke,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,26080,4559
888078434458587136,7.455079178557507e+17,2.014170636087321e+16,2017-07-20 16:49:33+00:00,,,,12.0,10,Gerald,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,22201,3653
887705289381826560,7.455079178557507e+17,2.014170636087321e+16,2017-07-19 16:06:48+00:00,,,,13.0,10,Jeffrey,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.0262364,True,30779,5609
887517139158093824,7.455079178557507e+17,2.014170636087321e+16,2017-07-19 03:39:09+00:00,,,,14.0,10,such,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,46959,12082
887473957103951883,7.455079178557507e+17,2.014170636087321e+16,2017-07-19 00:47:34+00:00,,,,13.0,10,Canela,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,69871,18781
887343217045368832,7.455079178557507e+17,2.014170636087321e+16,2017-07-18 16:08:03+00:00,,,,13.0,10,None,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,34222,10737
887101392804085760,7.455079178557507e+17,2.014170636087321e+16,2017-07-18 00:07:08+00:00,,,,12.0,10,None,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.0297047,True,31061,6167
886983233522544640,7.455079178557507e+17,2.014170636087321e+16,2017-07-17 16:17:36+00:00,,,,13.0,10,Maya,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,35859,8084
886736880519319552,7.455079178557507e+17,2.014170636087321e+16,2017-07-16 23:58:41+00:00,,,,13.0,10,Mingus,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.0863463,True,12306,3443
